"索引","核酸提取编号","华大编号","提取日期","样本类型","核酸类型","样本体积(ml)/质量(mg)","提取方法","浓度(ng/ul)","体积(ul)","冰箱位置","孔板号","孔位","提取总量(ng)","成功建库使用量(ng)","失败建库使用量(ng)","科研项目使用量(ng)","其他使用量(ng)","剩余量(ng)","备注","上次修改时间","创建时间"
"142","20P7590745","20P7590745","2000-01-01","P","cfDNA","1.5","南科手工提取20200619","0.654","28","无","无","无","18.312","0","0","0","0","18.312","无","2020/08/20 06:25","2020/08/20 06:25"
"143","20P7590746","20P7590746","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"144","20P7590747","20P7590747","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"145","20P7590748","20P7590748","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"146","20P7590749","20P7590749","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"147","20P7590750","20P7590750","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"148","20P7590751","20P7590751","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"149","20P7590752","20P7590752","2000-01-01","P","cfDNA","2","南科手工提取20200619","0.348","28","无","无","无","9.744","0","0","0","0","9.744","无","2020/08/20 06:25","2020/08/20 06:25"
"150","20P7590753","20P7590753","2000-01-01","P","cfDNA","2","南科手工提取20200619","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"151","20P7590754","20P7590754","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"152","20P7590755","20P7590755","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"153","20P7590756","20P7590756","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.218","30","无","无","无","6.54","0","0","0","0","6.54","无","2020/08/20 06:25","2020/08/20 06:25"
"154","20P7590757","20P7590757","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"155","20P7590758","20P7590758","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.384","30","无","无","无","11.52","0","0","0","0","11.52","无","2020/08/20 06:25","2020/08/20 06:25"
"156","20P7590759","20P7590759","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.198","30","无","无","无","5.94","0","0","0","0","5.94","无","2020/08/20 06:25","2020/08/20 06:25"
"157","20P7590760","20P7590760","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.398","30","无","无","无","11.94","0","0","0","0","11.94","无","2020/08/20 06:25","2020/08/20 06:25"
"158","20P7590761","20P7590761","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"159","20P7590762","20P7590762","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.18","30","无","无","无","5.4","0","0","0","0","5.4","无","2020/08/20 06:25","2020/08/20 06:25"
"160","20P7590763","20P7590763","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"161","20P7590764","20P7590764","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"162","20P7590765","20P7590765","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"163","20P7590766","20P7590766","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"164","20P7590767","20P7590767","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.208","30","无","无","无","6.24","0","0","0","0","6.24","无","2020/08/20 06:25","2020/08/20 06:25"
"165","20P7590768","20P7590768","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.11","30","无","无","无","3.3","0","0","0","0","3.3","无","2020/08/20 06:25","2020/08/20 06:25"
"166","20P7590769","20P7590769","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.368","30","无","无","无","11.04","0","0","0","0","11.04","无","2020/08/20 06:25","2020/08/20 06:25"
"167","20P7590770","20P7590770","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"168","20P7590771","20P7590771","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"169","20P7590772","20P7590772","2000-01-01","P","cfDNA","2","南科手工提取20200622","9999","30","无","无","无","299970","0","0","0","0","299970","无","2020/08/20 06:25","2020/08/20 06:25"
"170","20P7590773","20P7590773","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.45","30","无","无","无","13.5","0","0","0","0","13.5","无","2020/08/20 06:25","2020/08/20 06:25"
"171","20P7590774","20P7590774","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.288","30","无","无","无","8.64","0","0","0","0","8.64","无","2020/08/20 06:25","2020/08/20 06:25"
"172","20P7590776","20P7590776","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.168","30","无","无","无","5.04","0","0","0","0","5.04","无","2020/08/20 06:25","2020/08/20 06:25"
"173","20P7590777","20P7590777","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.252","30","无","无","无","7.56","0","0","0","0","7.56","无","2020/08/20 06:25","2020/08/20 06:25"
"174","20P7590778","20P7590778","2000-01-01","P","cfDNA","2","南科手工提取20200622","0.202","30","无","无","无","6.06","0","0","0","0","6.06","无","2020/08/20 06:25","2020/08/20 06:25"
"175","20P7590779","20P7590779","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.166","28","无","无","无","4.648","0","0","0","0","4.648","无","2020/08/20 06:25","2020/08/20 06:25"
"176","20P7590780","20P7590780","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.761","28","无","无","无","21.308","0","0","0","0","21.308","无","2020/08/20 06:25","2020/08/20 06:25"
"177","20P7590781","20P7590781","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.569","28","无","无","无","15.932","0","0","0","0","15.932","无","2020/08/20 06:25","2020/08/20 06:25"
"178","20P7590782","20P7590782","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.573","28","无","无","无","16.044","0","0","0","0","16.044","无","2020/08/20 06:25","2020/08/20 06:25"
"179","20P7590783","20P7590783","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.582","28","无","无","无","16.296","0","0","0","0","16.296","无","2020/08/20 06:25","2020/08/20 06:25"
"180","20P7590784","20P7590784","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.77","28","无","无","无","21.56","0","0","0","0","21.56","无","2020/08/20 06:25","2020/08/20 06:25"
"181","20P7590785","20P7590785","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.846","28","无","无","无","23.688","0","0","0","0","23.688","无","2020/08/20 06:25","2020/08/20 06:25"
"182","20P7590786","20P7590786","2000-01-01","P","cfDNA","2","南科手工提取20200629","0.325","28","无","无","无","9.1","0","0","0","0","9.1","无","2020/08/20 06:25","2020/08/20 06:25"
"183","20P7590787","20P7590787","2000-01-01","P","cfDNA","2","南科手工提取20200630","0.47","28","无","无","无","13.16","0","0","0","0","13.16","无","2020/08/20 06:25","2020/08/20 06:25"
"184","20P7590788","20P7590788","2000-01-01","P","cfDNA","2","南科手工提取20200630","0.358","28","无","无","无","10.024","0","0","0","0","10.024","无","2020/08/20 06:25","2020/08/20 06:25"
"185","20P7590789","20P7590789","2000-01-01","P","cfDNA","2","南科手工提取20200630","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"186","20P7590790","20P7590790","2000-01-01","P","cfDNA","2","南科手工提取20200630","1.6","28","无","无","无","44.8","0","0","0","0","44.8","无","2020/08/20 06:25","2020/08/20 06:25"
"187","20P7590791","20P7590791","2000-01-01","P","cfDNA","2","南科手工提取20200630","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"188","20P7590792","20P7590792","2000-01-01","P","cfDNA","2","南科手工提取20200630","9999","28","无","无","无","279972","0","0","0","0","279972","无","2020/08/20 06:25","2020/08/20 06:25"
"189","20P7590793","20P7590793","2000-01-01","P","cfDNA","2","南科手工提取20200630","0.582","28","无","无","无","16.296","0","0","0","0","16.296","无","2020/08/20 06:25","2020/08/20 06:25"
"190","20P7590794","20P7590794","2000-01-01","P","cfDNA","2","南科手工提取20200630","0.428","28","无","无","无","11.984","0","0","0","0","11.984","无","2020/08/20 06:25","2020/08/20 06:25"
"191","20P7590795","20P7590795","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.342","52","无","无","无","17.784","0","0","0","0","17.784","无","2020/08/20 06:25","2020/08/20 06:25"
"192","20P7590796","20P7590796","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.428","52","无","无","无","22.256","0","0","0","0","22.256","无","2020/08/20 06:25","2020/08/20 06:25"
"193","20P7590797","20P7590797","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.552","52","无","无","无","28.704","0","0","0","0","28.704","无","2020/08/20 06:25","2020/08/20 06:25"
"194","20P7590798","20P7590798","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.248","52","无","无","无","12.896","0","0","0","0","12.896","无","2020/08/20 06:25","2020/08/20 06:25"
"195","20P7590799","20P7590799","2000-01-01","P","cfDNA","1.2","南科-济凡自动化提取20200708","0.214","52","无","无","无","11.128","0","0","0","0","11.128","无","2020/08/20 06:25","2020/08/20 06:25"
"196","20P7590800","20P7590800","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.31","52","无","无","无","16.12","0","0","0","0","16.12","无","2020/08/20 06:25","2020/08/20 06:25"
"197","20P7590801","20P7590801","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.704","52","无","无","无","36.608","0","0","0","0","36.608","无","2020/08/20 06:25","2020/08/20 06:25"
"198","20P7590802","20P7590802","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.514","52","无","无","无","26.728","0","0","0","0","26.728","无","2020/08/20 06:25","2020/08/20 06:25"
"199","20P7590803","20P7590803","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","1.12","52","无","无","无","58.24","0","0","0","0","58.24","无","2020/08/20 06:25","2020/08/20 06:25"
"200","20P7590804","20P7590804","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.622","52","无","无","无","32.344","0","0","0","0","32.344","无","2020/08/20 06:25","2020/08/20 06:25"
"201","20P8023698","20P8023698","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.328","52","无","无","无","17.056","0","0","0","0","17.056","无","2020/08/20 06:25","2020/08/20 06:25"
"202","20P8023699","20P8023699","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.452","52","无","无","无","23.504","0","0","0","0","23.504","无","2020/08/20 06:25","2020/08/20 06:25"
"203","20P8023700","20P8023700","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.406","52","无","无","无","21.112","0","0","0","0","21.112","无","2020/08/20 06:25","2020/08/20 06:25"
"204","20P8023701","20P8023701","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.178","52","无","无","无","9.256","0","0","0","0","9.256","无","2020/08/20 06:25","2020/08/20 06:25"
"205","20P8023702","20P8023702","2000-01-01","P","cfDNA","1.5","南科-济凡自动化提取20200708","0.238","52","无","无","无","12.376","0","0","0","0","12.376","无","2020/08/20 06:25","2020/08/20 06:25"
"206","20P8023703","20P8023703","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.468","52","无","无","无","24.336","0","0","0","0","24.336","无","2020/08/20 06:25","2020/08/20 06:25"
"207","20P8023704","20P8023704","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.312","52","无","无","无","16.224","0","0","0","0","16.224","无","2020/08/20 06:25","2020/08/20 06:25"
"208","20P8023705","20P8023705","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.238","52","无","无","无","12.376","0","0","0","0","12.376","无","2020/08/20 06:25","2020/08/20 06:25"
"209","20P8023706","20P8023706","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.3","52","无","无","无","15.6","0","0","0","0","15.6","无","2020/08/20 06:25","2020/08/20 06:25"
"210","20P8023707","20P8023707","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200708","0.308","52","无","无","无","16.016","0","0","0","0","16.016","无","2020/08/20 06:25","2020/08/20 06:25"
"211","20P8023708","20P8023708","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.484","52","无","无","无","25.168","0","0","0","0","25.168","无","2020/08/20 06:25","2020/08/20 06:25"
"212","20P8023709","20P8023709","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.29","52","无","无","无","15.08","0","0","0","0","15.08","无","2020/08/20 06:25","2020/08/20 06:25"
"213","20P8023710","20P8023710","2000-01-01","P","cfDNA","1.7","南科-济凡自动化提取20200709","0.28","52","无","无","无","14.56","0","0","0","0","14.56","无","2020/08/20 06:25","2020/08/20 06:25"
"214","20P8023711","20P8023711","2000-01-01","P","cfDNA","1.7","南科-济凡自动化提取20200709","0.85","52","无","无","无","44.2","0","0","0","0","44.2","无","2020/08/20 06:25","2020/08/20 06:25"
"215","20P8023712","20P8023712","2000-01-01","P","cfDNA","1.7","南科-济凡自动化提取20200709","0.258","52","无","无","无","13.416","0","0","0","0","13.416","无","2020/08/20 06:25","2020/08/20 06:25"
"216","20P8023713","20P8023713","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.304","52","无","无","无","15.808","0","0","0","0","15.808","无","2020/08/20 06:25","2020/08/20 06:25"
"217","20P8023714","20P8023714","2000-01-01","P","cfDNA","1.8","南科-济凡自动化提取20200709","0.354","52","无","无","无","18.408","0","0","0","0","18.408","无","2020/08/20 06:25","2020/08/20 06:25"
"218","20P8023715","20P8023715","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.618","52","无","无","无","32.136","0","0","0","0","32.136","无","2020/08/20 06:25","2020/08/20 06:25"
"219","20P8023716","20P8023716","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.558","52","无","无","无","29.016","0","0","0","0","29.016","无","2020/08/20 06:25","2020/08/20 06:25"
"220","20P8023717","20P8023717","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.684","52","无","无","无","35.568","0","0","0","0","35.568","无","2020/08/20 06:25","2020/08/20 06:25"
"221","20P8023718","20P8023718","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.434","52","无","无","无","22.568","0","0","0","0","22.568","无","2020/08/20 06:25","2020/08/20 06:25"
"222","20P8023719","20P8023719","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.366","52","无","无","无","19.032","0","0","0","0","19.032","无","2020/08/20 06:25","2020/08/20 06:25"
"223","20P8023720","20P8023720","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.64","52","无","无","无","33.28","0","0","0","0","33.28","无","2020/08/20 06:25","2020/08/20 06:25"
"224","20P8023721","20P8023721","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.19","52","无","无","无","9.88","0","0","0","0","9.88","无","2020/08/20 06:25","2020/08/20 06:25"
"225","20P8023722","20P8023722","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.508","52","无","无","无","26.416","0","0","0","0","26.416","无","2020/08/20 06:25","2020/08/20 06:25"
"226","20P8023723","20P8023723","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.294","52","无","无","无","15.288","0","0","0","0","15.288","无","2020/08/20 06:25","2020/08/20 06:25"
"227","20P8023724","20P8023724","2000-01-01","P","cfDNA","2","南科-济凡自动化提取20200709","0.304","52","无","无","无","15.808","0","0","0","0","15.808","无","2020/08/20 06:25","2020/08/20 06:25"
